person_id,name,height,address
101619,Giovanna Campos Santana,202,"Avenida Albino José Barbosa de Oliveira, 437 - Barão Geraldo"
101620,Felipe Cruz Martins,156,"Avenida Heitor Penteado, 1079 - Taquaral"
101621,Felipe Ferreira Santana,159,"Avenida Heitor Penteado, 74 - Taquaral"
101622,Larissa Fernandes Cruz,194,"Avenida Heitor Penteado, 2409 - Taquaral"
101623,Maria Medeiros Ribeiro,166,"Rua Coronel Quirino, 183 - Cambuí"
101624,Yasmin Melo Cruz,175,"Avenida Albino José Barbosa de Oliveira, 1994 - Barão Geraldo"
101625,Miguel Ferreira Melo,170,"Avenida Heitor Penteado, 2602 - Taquaral"
101626,Samuel Almeida Amorim,177,"Avenida Albino José Barbosa de Oliveira, 2040 - Barão Geraldo"
101627,André Queiroz Medeiros,195,"Rua Maria Monteiro, 1298 - Cambuí"
101628,Sofia Gomes Melo,151,"Avenida Heitor Penteado, 1628 - Taquaral"
101629,Pedro Queiroz Oliveira,203,"Avenida Albino José Barbosa de Oliveira, 2566 - Barão Geraldo"
101630,Larissa Melo Oliveira,192,"Avenida Albino José Barbosa de Oliveira, 448 - Barão Geraldo"
101631,Thiago Almeida Cruz,150,"Avenida Albino José Barbosa de Oliveira, 2920 - Barão Geraldo"
101632,Livia Campos Campos,200,"Avenida Albino José Barbosa de Oliveira, 1684 - Barão Geraldo"
101633,Henrique Queiroz Martins,202,"Avenida Heitor Penteado, 2063 - Taquaral"
101634,Maria Campos Bellini,185,"Avenida Heitor Penteado, 709 - Taquaral"
101635,Giovanna Martins Fernandes,200,"Rua Coronel Quirino, 757 - Cambuí"
101636,Guilherme Ferreira Almeida,175,"Avenida Albino José Barbosa de Oliveira, 2291 - Barão Geraldo"
101637,Eduardo Gomes Campos,178,"Rua Maria Monteiro, 1389 - Cambuí"
101638,Larissa Queiroz Nascimento,170,"Avenida Heitor Penteado, 1403 - Taquaral"
101639,Larissa Matos Fernandes,160,"Avenida Heitor Penteado, 375 - Taquaral"
101640,Larissa Matos Ribeiro,189,"Rua Coronel Quirino, 473 - Cambuí"
101641,Felipe Santana Santana,160,"Avenida Heitor Penteado, 901 - Taquaral"
101642,Vinícius Nascimento Alves,185,"Avenida Albino José Barbosa de Oliveira, 1638 - Barão Geraldo"
101643,Yasmin Almeida Ribeiro,198,"Avenida Heitor Penteado, 1191 - Taquaral"
101644,Erik Queiroz Matos,188,"Avenida Albino José Barbosa de Oliveira, 20 - Barão Geraldo"
101645,Larissa Ribeiro Fernandes,189,"Avenida Heitor Penteado, 1978 - Taquaral"
101646,Larissa Cruz Alves,184,"Avenida Heitor Penteado, 2739 - Taquaral"
101647,Sofia Amorim Melo,203,"Avenida Albino José Barbosa de Oliveira, 2496 - Barão Geraldo"
101648,Victor Gomes Matos,183,"Avenida Albino José Barbosa de Oliveira, 1878 - Barão Geraldo"
101649,Guilherme Gomes Paschoalino,204,"Avenida Heitor Penteado, 1526 - Taquaral"
101650,Samuel Cruz Paschoalino,196,"Rua Maria Monteiro, 1182 - Cambuí"
101651,Livia Almeida Medeiros,173,"Avenida Albino José Barbosa de Oliveira, 1234 - Barão Geraldo"
101652,Yasmin Medeiros Santana,203,"Rua Coronel Quirino, 1337 - Cambuí"
101653,Giovanna Oliveira Nascimento,171,"Rua Coronel Quirino, 521 - Cambuí"
101654,Yasmin Silva Almeida,154,"Avenida Albino José Barbosa de Oliveira, 1769 - Barão Geraldo"
101655,Beatriz Nascimento Santana,182,"Avenida Heitor Penteado, 2139 - Taquaral"
101656,Sofia Medeiros Alves,185,"Avenida Albino José Barbosa de Oliveira, 2129 - Barão Geraldo"
101657,Miguel Cruz Campos,196,"Avenida Albino José Barbosa de Oliveira, 2725 - Barão Geraldo"
101658,Yasmin Matos Bellini,169,"Avenida Albino José Barbosa de Oliveira, 1124 - Barão Geraldo"
101659,Thiago Ribeiro Matos,168,"Avenida Heitor Penteado, 1789 - Taquaral"
101660,Livia Bellini Queiroz,184,"Avenida Heitor Penteado, 1317 - Taquaral"
101661,Larissa Nascimento Medeiros,201,"Avenida Albino José Barbosa de Oliveira, 1981 - Barão Geraldo"
101662,Livia Martins Gomes,192,"Rua Coronel Quirino, 767 - Cambuí"
101663,Yasmin Fernandes Matos,166,"Avenida Heitor Penteado, 2666 - Taquaral"
101664,Beatriz Paschoalino Silva,194,"Avenida Albino José Barbosa de Oliveira, 2625 - Barão Geraldo"
101665,Felipe Campos Ferreira,192,"Avenida Heitor Penteado, 1779 - Taquaral"
101666,Gabriel Ribeiro Ribeiro,183,"Avenida Albino José Barbosa de Oliveira, 2702 - Barão Geraldo"
101667,João Melo Matos,158,"Avenida Heitor Penteado, 1387 - Taquaral"
101668,Thiago Campos Santana,175,"Avenida Heitor Penteado, 586 - Taquaral"
101669,Thiago Santana Nascimento,151,"Avenida Albino José Barbosa de Oliveira, 3409 - Barão Geraldo"
101670,Miguel Oliveira Vieira,202,"Avenida Albino José Barbosa de Oliveira, 3154 - Barão Geraldo"
101671,Erik Oliveira Queiroz,158,"Avenida Albino José Barbosa de Oliveira, 2004 - Barão Geraldo"
101672,Daniel Martins Medeiros,158,"Avenida Heitor Penteado, 1232 - Taquaral"
101673,Maria Silva Matos,189,"Rua Coronel Quirino, 531 - Cambuí"
101674,Giovanna Almeida Oliveira,166,"Avenida Heitor Penteado, 1921 - Taquaral"
101675,Victor Silva Paschoalino,150,"Rua Maria Monteiro, 1369 - Cambuí"
101676,Henrique Ferreira Almeida,174,"Rua Maria Monteiro, 262 - Cambuí"
101677,Beatriz Almeida Fernandes,192,"Avenida Heitor Penteado, 1903 - Taquaral"
101678,Vinícius Medeiros Ribeiro,189,"Avenida Heitor Penteado, 1188 - Taquaral"
101679,Vinícius Nascimento Amorim,191,"Avenida Albino José Barbosa de Oliveira, 994 - Barão Geraldo"
101680,Victor Matos Alves,174,"Avenida Albino José Barbosa de Oliveira, 3363 - Barão Geraldo"
101681,Clara Fernandes Queiroz,188,"Avenida Albino José Barbosa de Oliveira, 2853 - Barão Geraldo"
101682,Gabriel Oliveira Queiroz,184,"Avenida Albino José Barbosa de Oliveira, 556 - Barão Geraldo"
101683,Clara Queiroz Oliveira,152,"Rua Coronel Quirino, 848 - Cambuí"
101684,Maria Matos Matos,199,"Avenida Heitor Penteado, 1653 - Taquaral"
101685,Livia Vieira Alves,186,"Avenida Heitor Penteado, 924 - Taquaral"
101686,Gabriel Santana Fernandes,193,"Avenida Heitor Penteado, 2664 - Taquaral"
101687,Henrique Alves Nascimento,193,"Avenida Albino José Barbosa de Oliveira, 1275 - Barão Geraldo"
101688,Felipe Campos Queiroz,200,"Rua Coronel Quirino, 1193 - Cambuí"
101689,Pedro Matos Ribeiro,179,"Avenida Heitor Penteado, 1925 - Taquaral"
101690,André Cruz Alves,187,"Rua Coronel Quirino, 410 - Cambuí"
101691,Miguel Bellini Ribeiro,183,"Rua Maria Monteiro, 1108 - Cambuí"
101692,Vinícius Campos Bellini,161,"Avenida Heitor Penteado, 1441 - Taquaral"
101693,Beatriz Fernandes Martins,168,"Avenida Albino José Barbosa de Oliveira, 3426 - Barão Geraldo"
101694,Daniel Martins Silva,186,"Avenida Albino José Barbosa de Oliveira, 2000 - Barão Geraldo"
101695,Sofia Nascimento Paschoalino,193,"Avenida Albino José Barbosa de Oliveira, 3421 - Barão Geraldo"
101696,Samuel Alves Queiroz,198,"Avenida Heitor Penteado, 2064 - Taquaral"
101697,Samuel Ferreira Amorim,166,"Rua Coronel Quirino, 924 - Cambuí"
101698,Beatriz Nascimento Ribeiro,159,"Rua Maria Monteiro, 1097 - Cambuí"
101699,Felipe Fernandes Queiroz,204,"Avenida Heitor Penteado, 802 - Taquaral"
101700,Clara Cruz Oliveira,198,"Avenida Heitor Penteado, 986 - Taquaral"
101701,Sofia Matos Paschoalino,196,"Rua Coronel Quirino, 1009 - Cambuí"
101702,Rafael Vieira Santana,161,"Rua Coronel Quirino, 137 - Cambuí"
101703,Yasmin Ribeiro Santana,165,"Avenida Heitor Penteado, 1040 - Taquaral"
101704,Yasmin Gomes Cruz,173,"Avenida Heitor Penteado, 2605 - Taquaral"
101705,Felipe Matos Gomes,168,"Avenida Albino José Barbosa de Oliveira, 1052 - Barão Geraldo"
101706,Rafael Vieira Almeida,157,"Avenida Albino José Barbosa de Oliveira, 2752 - Barão Geraldo"
101707,André Ferreira Fernandes,180,"Avenida Albino José Barbosa de Oliveira, 2960 - Barão Geraldo"
101708,Beatriz Vieira Vieira,170,"Avenida Albino José Barbosa de Oliveira, 1201 - Barão Geraldo"
101709,Beatriz Oliveira Silva,166,"Rua Coronel Quirino, 1561 - Cambuí"
101710,Sofia Vieira Melo,172,"Avenida Heitor Penteado, 180 - Taquaral"
101711,Gabriel Silva Gomes,186,"Avenida Albino José Barbosa de Oliveira, 2055 - Barão Geraldo"
101712,Livia Ferreira Ribeiro,203,"Avenida Heitor Penteado, 2934 - Taquaral"
101713,Livia Gomes Fernandes,165,"Avenida Heitor Penteado, 512 - Taquaral"
101714,André Martins Cruz,155,"Avenida Heitor Penteado, 792 - Taquaral"
101715,Sofia Paschoalino Ribeiro,157,"Avenida Albino José Barbosa de Oliveira, 422 - Barão Geraldo"
101716,Thiago Campos Vieira,174,"Rua Maria Monteiro, 952 - Cambuí"
101717,Thiago Melo Medeiros,167,"Avenida Heitor Penteado, 2709 - Taquaral"
101718,Larissa Vieira Alves,174,"Rua Maria Monteiro, 907 - Cambuí"
101719,Samuel Cruz Nascimento,161,"Avenida Albino José Barbosa de Oliveira, 1579 - Barão Geraldo"
101720,Yasmin Nascimento Campos,164,"Avenida Heitor Penteado, 2363 - Taquaral"
101721,Clara Nascimento Ferreira,175,"Rua Coronel Quirino, 1212 - Cambuí"
101722,Livia Martins Paschoalino,190,"Avenida Heitor Penteado, 2176 - Taquaral"
101723,Pedro Oliveira Matos,194,"Avenida Heitor Penteado, 2794 - Taquaral"
101724,Gabriel Almeida Martins,175,"Rua Coronel Quirino, 1951 - Cambuí"
101725,Sofia Nascimento Ribeiro,196,"Avenida Albino José Barbosa de Oliveira, 459 - Barão Geraldo"
101726,Eduardo Nascimento Ribeiro,181,"Avenida Albino José Barbosa de Oliveira, 2378 - Barão Geraldo"
101727,João Paschoalino Matos,159,"Rua Coronel Quirino, 1011 - Cambuí"
101728,Sofia Almeida Cruz,165,"Avenida Heitor Penteado, 1455 - Taquaral"
101729,Beatriz Paschoalino Melo,156,"Rua Coronel Quirino, 1096 - Cambuí"
101730,Vinícius Martins Matos,166,"Rua Coronel Quirino, 1900 - Cambuí"
101731,Sofia Vieira Nascimento,172,"Avenida Albino José Barbosa de Oliveira, 2890 - Barão Geraldo"
101732,Felipe Alves Santana,175,"Avenida Albino José Barbosa de Oliveira, 196 - Barão Geraldo"
101733,Maria Ribeiro Queiroz,170,"Avenida Heitor Penteado, 1871 - Taquaral"
101734,Eduardo Oliveira Oliveira,171,"Rua Maria Monteiro, 1103 - Cambuí"
101735,Gabriel Campos Silva,156,"Avenida Albino José Barbosa de Oliveira, 1116 - Barão Geraldo"
101736,Felipe Cruz Oliveira,163,"Rua Maria Monteiro, 482 - Cambuí"
101737,Yasmin Melo Medeiros,164,"Avenida Heitor Penteado, 804 - Taquaral"
101738,Sofia Ferreira Ribeiro,202,"Avenida Albino José Barbosa de Oliveira, 314 - Barão Geraldo"
101739,Sofia Vieira Nascimento,156,"Avenida Heitor Penteado, 203 - Taquaral"
101740,Yasmin Vieira Silva,158,"Avenida Albino José Barbosa de Oliveira, 1279 - Barão Geraldo"
101741,Daniel Santana Melo,200,"Rua Coronel Quirino, 1400 - Cambuí"
101742,Pedro Fernandes Alves,197,"Avenida Heitor Penteado, 1780 - Taquaral"
101743,Eduardo Ribeiro Bellini,157,"Avenida Heitor Penteado, 1294 - Taquaral"
101744,Daniel Nascimento Campos,199,"Avenida Heitor Penteado, 1818 - Taquaral"
101745,Clara Santana Fernandes,172,"Rua Coronel Quirino, 1165 - Cambuí"
101746,Pedro Ferreira Fernandes,178,"Rua Maria Monteiro, 1450 - Cambuí"
101747,Vinícius Nascimento Melo,167,"Avenida Albino José Barbosa de Oliveira, 2730 - Barão Geraldo"
101748,Eduardo Melo Melo,180,"Rua Coronel Quirino, 1479 - Cambuí"
101749,João Fernandes Gomes,179,"Avenida Albino José Barbosa de Oliveira, 3305 - Barão Geraldo"
101750,Erik Paschoalino Fernandes,201,"Avenida Heitor Penteado, 1504 - Taquaral"
101751,Gabriel Bellini Ribeiro,188,"Avenida Albino José Barbosa de Oliveira, 1606 - Barão Geraldo"
101752,Maria Silva Alves,184,"Rua Maria Monteiro, 711 - Cambuí"
101753,Eduardo Fernandes Amorim,167,"Rua Coronel Quirino, 585 - Cambuí"
101754,Miguel Ferreira Alves,191,"Avenida Albino José Barbosa de Oliveira, 3326 - Barão Geraldo"
101755,Guilherme Amorim Matos,188,"Avenida Albino José Barbosa de Oliveira, 2908 - Barão Geraldo"
101756,Daniel Oliveira Ribeiro,166,"Rua Maria Monteiro, 1047 - Cambuí"
101757,Vinícius Vieira Silva,163,"Avenida Albino José Barbosa de Oliveira, 1767 - Barão Geraldo"
101758,Eduardo Matos Santana,180,"Avenida Albino José Barbosa de Oliveira, 372 - Barão Geraldo"
101759,Giovanna Ribeiro Vieira,173,"Rua Maria Monteiro, 411 - Cambuí"
101760,Thiago Vieira Paschoalino,184,"Rua Maria Monteiro, 550 - Cambuí"
101761,Samuel Ribeiro Paschoalino,193,"Avenida Albino José Barbosa de Oliveira, 1330 - Barão Geraldo"
101762,Victor Melo Martins,194,"Rua Coronel Quirino, 269 - Cambuí"
101763,Victor Santana Medeiros,183,"Rua Coronel Quirino, 1717 - Cambuí"
101764,Sofia Silva Matos,152,"Avenida Albino José Barbosa de Oliveira, 3462 - Barão Geraldo"
101765,Sofia Amorim Ribeiro,186,"Avenida Heitor Penteado, 1625 - Taquaral"
101766,Eduardo Alves Martins,192,"Avenida Heitor Penteado, 1091 - Taquaral"
101767,Gabriel Melo Nascimento,189,"Avenida Albino José Barbosa de Oliveira, 1556 - Barão Geraldo"
101768,Eduardo Ferreira Queiroz,175,"Avenida Heitor Penteado, 750 - Taquaral"
101769,Samuel Vieira Martins,204,"Avenida Heitor Penteado, 1157 - Taquaral"
101770,João Queiroz Paschoalino,172,"Avenida Heitor Penteado, 458 - Taquaral"
101771,Yasmin Bellini Campos,193,"Avenida Albino José Barbosa de Oliveira, 3275 - Barão Geraldo"
101772,Yasmin Oliveira Queiroz,188,"Avenida Albino José Barbosa de Oliveira, 359 - Barão Geraldo"
101773,Eduardo Ferreira Oliveira,164,"Rua Coronel Quirino, 1986 - Cambuí"
101774,Erik Melo Melo,198,"Avenida Heitor Penteado, 2103 - Taquaral"
101775,Yasmin Almeida Amorim,153,"Rua Coronel Quirino, 395 - Cambuí"
101776,João Medeiros Bellini,178,"Rua Maria Monteiro, 1141 - Cambuí"
101777,Pedro Bellini Vieira,171,"Avenida Albino José Barbosa de Oliveira, 2836 - Barão Geraldo"
101778,Giovanna Alves Bellini,174,"Avenida Albino José Barbosa de Oliveira, 1830 - Barão Geraldo"
101779,Beatriz Santana Queiroz,162,"Avenida Albino José Barbosa de Oliveira, 2111 - Barão Geraldo"
101780,João Martins Amorim,167,"Avenida Heitor Penteado, 2209 - Taquaral"
101781,Miguel Medeiros Medeiros,182,"Avenida Heitor Penteado, 338 - Taquaral"
101782,Rafael Fernandes Cruz,165,"Avenida Heitor Penteado, 2757 - Taquaral"
101783,Larissa Queiroz Ribeiro,194,"Rua Maria Monteiro, 67 - Cambuí"
101784,Giovanna Silva Melo,191,"Rua Coronel Quirino, 1455 - Cambuí"
101785,Sofia Melo Oliveira,193,"Avenida Albino José Barbosa de Oliveira, 822 - Barão Geraldo"
101786,Livia Ribeiro Martins,151,"Rua Coronel Quirino, 646 - Cambuí"
101787,João Melo Ribeiro,204,"Rua Maria Monteiro, 237 - Cambuí"
101788,Clara Queiroz Silva,184,"Rua Coronel Quirino, 446 - Cambuí"
101789,Livia Bellini Queiroz,191,"Avenida Albino José Barbosa de Oliveira, 1604 - Barão Geraldo"
101790,Livia Alves Alves,183,"Rua Maria Monteiro, 13 - Cambuí"
101791,Pedro Amorim Campos,179,"Avenida Albino José Barbosa de Oliveira, 3195 - Barão Geraldo"
101792,André Queiroz Almeida,204,"Avenida Heitor Penteado, 1929 - Taquaral"
101793,Miguel Oliveira Bellini,162,"Avenida Heitor Penteado, 2357 - Taquaral"
101794,Clara Queiroz Ribeiro,162,"Rua Coronel Quirino, 1454 - Cambuí"
101795,Giovanna Santana Almeida,167,"Avenida Albino José Barbosa de Oliveira, 1793 - Barão Geraldo"
101796,Erik Oliveira Alves,181,"Rua Maria Monteiro, 1598 - Cambuí"
101797,Vinícius Cruz Bellini,181,"Avenida Heitor Penteado, 601 - Taquaral"
101798,Maria Fernandes Cruz,184,"Avenida Albino José Barbosa de Oliveira, 20 - Barão Geraldo"
101799,Pedro Amorim Amorim,188,"Avenida Heitor Penteado, 2689 - Taquaral"
101800,Felipe Melo Oliveira,195,"Avenida Heitor Penteado, 2617 - Taquaral"
101801,Rafael Gomes Paschoalino,201,"Avenida Heitor Penteado, 394 - Taquaral"
101802,Gabriel Medeiros Almeida,178,"Avenida Heitor Penteado, 181 - Taquaral"
101803,Victor Melo Oliveira,198,"Avenida Heitor Penteado, 2307 - Taquaral"
101804,Eduardo Ribeiro Queiroz,178,"Rua Coronel Quirino, 310 - Cambuí"
101805,Beatriz Melo Almeida,202,"Avenida Albino José Barbosa de Oliveira, 3343 - Barão Geraldo"
101806,Beatriz Oliveira Silva,193,"Avenida Albino José Barbosa de Oliveira, 193 - Barão Geraldo"
101807,Erik Queiroz Martins,165,"Rua Maria Monteiro, 802 - Cambuí"
101808,Vinícius Melo Ribeiro,193,"Avenida Heitor Penteado, 1650 - Taquaral"
101809,André Nascimento Vieira,196,"Avenida Heitor Penteado, 1923 - Taquaral"
101810,Felipe Ferreira Campos,159,"Avenida Heitor Penteado, 2421 - Taquaral"
101811,Pedro Amorim Oliveira,179,"Avenida Albino José Barbosa de Oliveira, 1653 - Barão Geraldo"
101812,Gabriel Gomes Campos,174,"Rua Coronel Quirino, 1570 - Cambuí"
101813,Eduardo Melo Oliveira,188,"Avenida Albino José Barbosa de Oliveira, 2505 - Barão Geraldo"
101814,Vinícius Queiroz Silva,169,"Avenida Albino José Barbosa de Oliveira, 1594 - Barão Geraldo"
101815,Erik Fernandes Ferreira,154,"Avenida Heitor Penteado, 2322 - Taquaral"
101816,Vinícius Melo Vieira,150,"Avenida Albino José Barbosa de Oliveira, 2652 - Barão Geraldo"
101817,Gabriel Martins Martins,179,"Rua Maria Monteiro, 621 - Cambuí"
101818,Eduardo Cruz Paschoalino,198,"Rua Coronel Quirino, 1767 - Cambuí"
101819,Felipe Queiroz Queiroz,152,"Avenida Albino José Barbosa de Oliveira, 2898 - Barão Geraldo"
101820,Yasmin Gomes Almeida,194,"Avenida Albino José Barbosa de Oliveira, 2806 - Barão Geraldo"
101821,Vinícius Cruz Oliveira,163,"Rua Maria Monteiro, 1141 - Cambuí"
101822,Pedro Campos Campos,179,"Rua Coronel Quirino, 1244 - Cambuí"
101823,Beatriz Matos Queiroz,199,"Avenida Albino José Barbosa de Oliveira, 779 - Barão Geraldo"
101824,Daniel Vieira Amorim,153,"Avenida Heitor Penteado, 2383 - Taquaral"
101825,Yasmin Almeida Campos,167,"Avenida Heitor Penteado, 54 - Taquaral"
101826,Sofia Paschoalino Ribeiro,186,"Avenida Heitor Penteado, 727 - Taquaral"
101827,Maria Queiroz Gomes,174,"Rua Coronel Quirino, 1988 - Cambuí"
101828,João Medeiros Queiroz,197,"Rua Maria Monteiro, 1235 - Cambuí"
101829,Maria Bellini Amorim,150,"Rua Coronel Quirino, 1592 - Cambuí"
101830,Livia Alves Melo,202,"Rua Coronel Quirino, 451 - Cambuí"
101831,Thiago Melo Cruz,195,"Avenida Heitor Penteado, 585 - Taquaral"
101832,Maria Almeida Silva,164,"Rua Maria Monteiro, 877 - Cambuí"
101833,Pedro Bellini Vieira,158,"Avenida Albino José Barbosa de Oliveira, 2264 - Barão Geraldo"
101834,Guilherme Campos Matos,164,"Avenida Albino José Barbosa de Oliveira, 1512 - Barão Geraldo"
101835,Maria Silva Santana,198,"Avenida Heitor Penteado, 589 - Taquaral"
101836,André Paschoalino Melo,173,"Avenida Albino José Barbosa de Oliveira, 825 - Barão Geraldo"
101837,Samuel Cruz Queiroz,153,"Avenida Heitor Penteado, 2072 - Taquaral"
101838,André Martins Ribeiro,161,"Avenida Heitor Penteado, 2805 - Taquaral"
101839,Felipe Fernandes Gomes,186,"Avenida Albino José Barbosa de Oliveira, 27 - Barão Geraldo"
101840,João Cruz Almeida,186,"Avenida Heitor Penteado, 1847 - Taquaral"
101841,Maria Ribeiro Melo,192,"Rua Coronel Quirino, 1843 - Cambuí"
101842,Giovanna Silva Matos,155,"Rua Coronel Quirino, 737 - Cambuí"
101843,Maria Melo Alves,188,"Avenida Heitor Penteado, 1555 - Taquaral"
101844,Vinícius Silva Martins,195,"Avenida Albino José Barbosa de Oliveira, 3170 - Barão Geraldo"
101845,Felipe Gomes Matos,173,"Avenida Albino José Barbosa de Oliveira, 510 - Barão Geraldo"
101846,Sofia Amorim Oliveira,160,"Rua Maria Monteiro, 1514 - Cambuí"
101847,João Matos Matos,162,"Rua Coronel Quirino, 196 - Cambuí"
101848,Pedro Silva Nascimento,183,"Rua Maria Monteiro, 1122 - Cambuí"
101849,Victor Alves Martins,174,"Rua Maria Monteiro, 187 - Cambuí"
101850,Thiago Almeida Cruz,156,"Avenida Albino José Barbosa de Oliveira, 1515 - Barão Geraldo"
101851,Thiago Bellini Ferreira,201,"Avenida Albino José Barbosa de Oliveira, 2329 - Barão Geraldo"
101852,Larissa Oliveira Cruz,153,"Avenida Albino José Barbosa de Oliveira, 913 - Barão Geraldo"
101853,Felipe Queiroz Martins,157,"Avenida Heitor Penteado, 419 - Taquaral"
101854,Henrique Matos Campos,169,"Avenida Heitor Penteado, 343 - Taquaral"
101855,Larissa Medeiros Oliveira,178,"Avenida Heitor Penteado, 797 - Taquaral"
101856,Livia Ribeiro Paschoalino,203,"Rua Coronel Quirino, 941 - Cambuí"
101857,Clara Almeida Amorim,202,"Avenida Albino José Barbosa de Oliveira, 243 - Barão Geraldo"
101858,Vinícius Gomes Vieira,200,"Avenida Albino José Barbosa de Oliveira, 311 - Barão Geraldo"
101859,Clara Silva Bellini,194,"Rua Coronel Quirino, 1963 - Cambuí"
101860,João Vieira Campos,195,"Avenida Albino José Barbosa de Oliveira, 29 - Barão Geraldo"
101861,Beatriz Martins Martins,159,"Avenida Heitor Penteado, 1616 - Taquaral"
101862,Vinícius Ribeiro Queiroz,192,"Avenida Heitor Penteado, 2609 - Taquaral"
101863,Guilherme Campos Medeiros,183,"Avenida Albino José Barbosa de Oliveira, 865 - Barão Geraldo"
101864,Erik Ribeiro Amorim,175,"Rua Coronel Quirino, 888 - Cambuí"
101865,Miguel Paschoalino Santana,190,"Avenida Albino José Barbosa de Oliveira, 482 - Barão Geraldo"
101866,Yasmin Queiroz Nascimento,198,"Avenida Albino José Barbosa de Oliveira, 3139 - Barão Geraldo"
101867,Felipe Medeiros Campos,152,"Avenida Heitor Penteado, 1913 - Taquaral"
101868,Samuel Queiroz Bellini,155,"Avenida Albino José Barbosa de Oliveira, 258 - Barão Geraldo"
101869,Vinícius Oliveira Medeiros,154,"Rua Coronel Quirino, 673 - Cambuí"
101870,João Bellini Ribeiro,154,"Rua Coronel Quirino, 764 - Cambuí"
101871,André Oliveira Vieira,203,"Avenida Albino José Barbosa de Oliveira, 2780 - Barão Geraldo"
101872,Giovanna Martins Alves,196,"Avenida Albino José Barbosa de Oliveira, 3461 - Barão Geraldo"
101873,Yasmin Martins Martins,172,"Rua Coronel Quirino, 1657 - Cambuí"
101874,Victor Santana Queiroz,198,"Rua Maria Monteiro, 476 - Cambuí"
101875,André Vieira Vieira,158,"Rua Maria Monteiro, 551 - Cambuí"
101876,Sofia Nascimento Matos,184,"Avenida Albino José Barbosa de Oliveira, 3075 - Barão Geraldo"
101877,Victor Alves Alves,169,"Avenida Albino José Barbosa de Oliveira, 1375 - Barão Geraldo"
101878,Giovanna Bellini Campos,198,"Avenida Heitor Penteado, 1403 - Taquaral"
101879,Felipe Ferreira Martins,191,"Rua Maria Monteiro, 628 - Cambuí"
101880,Victor Paschoalino Silva,184,"Avenida Albino José Barbosa de Oliveira, 2194 - Barão Geraldo"
101881,Erik Gomes Queiroz,199,"Rua Coronel Quirino, 1535 - Cambuí"
101882,Daniel Matos Vieira,167,"Avenida Heitor Penteado, 489 - Taquaral"
101883,Samuel Nascimento Fernandes,166,"Avenida Albino José Barbosa de Oliveira, 1420 - Barão Geraldo"
101884,Daniel Queiroz Silva,173,"Avenida Heitor Penteado, 1406 - Taquaral"
101885,Sofia Melo Silva,152,"Avenida Heitor Penteado, 1991 - Taquaral"
101886,Larissa Ferreira Martins,181,"Rua Coronel Quirino, 1317 - Cambuí"
101887,Victor Amorim Bellini,184,"Avenida Albino José Barbosa de Oliveira, 3359 - Barão Geraldo"
101888,Henrique Ferreira Ferreira,187,"Avenida Albino José Barbosa de Oliveira, 3298 - Barão Geraldo"
101889,Victor Paschoalino Amorim,162,"Avenida Heitor Penteado, 490 - Taquaral"
101890,Daniel Silva Vieira,196,"Rua Maria Monteiro, 114 - Cambuí"
101891,Livia Ribeiro Bellini,174,"Avenida Heitor Penteado, 1616 - Taquaral"
101892,Yasmin Bellini Fernandes,158,"Avenida Heitor Penteado, 1492 - Taquaral"
101893,Maria Alves Queiroz,153,"Avenida Heitor Penteado, 1723 - Taquaral"
101894,Sofia Paschoalino Silva,163,"Avenida Heitor Penteado, 623 - Taquaral"
101895,Gabriel Nascimento Vieira,186,"Avenida Albino José Barbosa de Oliveira, 631 - Barão Geraldo"
101896,Livia Fernandes Vieira,183,"Rua Coronel Quirino, 1499 - Cambuí"
101897,Sofia Oliveira Amorim,160,"Avenida Albino José Barbosa de Oliveira, 1222 - Barão Geraldo"
101898,Henrique Alves Santana,190,"Avenida Albino José Barbosa de Oliveira, 1109 - Barão Geraldo"
101899,Victor Silva Oliveira,152,"Avenida Albino José Barbosa de Oliveira, 3115 - Barão Geraldo"
101900,Thiago Santana Amorim,177,"Rua Maria Monteiro, 1256 - Cambuí"
101901,Thiago Santana Bellini,178,"Avenida Albino José Barbosa de Oliveira, 2816 - Barão Geraldo"
101902,Thiago Bellini Silva,158,"Avenida Heitor Penteado, 1717 - Taquaral"
101903,Felipe Bellini Santana,152,"Rua Coronel Quirino, 876 - Cambuí"
101904,Gabriel Campos Alves,174,"Avenida Albino José Barbosa de Oliveira, 2672 - Barão Geraldo"
101905,Eduardo Cruz Cruz,183,"Avenida Albino José Barbosa de Oliveira, 287 - Barão Geraldo"
101906,Clara Amorim Campos,161,"Rua Maria Monteiro, 849 - Cambuí"
101907,André Matos Medeiros,191,"Avenida Albino José Barbosa de Oliveira, 148 - Barão Geraldo"
101908,Pedro Alves Campos,158,"Avenida Albino José Barbosa de Oliveira, 1815 - Barão Geraldo"
101909,Henrique Amorim Melo,164,"Avenida Heitor Penteado, 2451 - Taquaral"
101910,Giovanna Amorim Oliveira,189,"Avenida Heitor Penteado, 177 - Taquaral"
101911,Samuel Silva Martins,174,"Avenida Albino José Barbosa de Oliveira, 2342 - Barão Geraldo"
101912,Gabriel Melo Almeida,154,"Avenida Albino José Barbosa de Oliveira, 601 - Barão Geraldo"
101913,Beatriz Queiroz Gomes,160,"Avenida Heitor Penteado, 2045 - Taquaral"
101914,Pedro Matos Medeiros,183,"Avenida Heitor Penteado, 1828 - Taquaral"
